ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*001-0488*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0489*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0490*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0491*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0492*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0493*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0494*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0495*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0496*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0497*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0498*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0499*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0500*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0501*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0502*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Заморенова, д. 27;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 220 ДЗМ»;ГП220
*001-0264*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 45 Департамента здравоохранения города Москвы""";г. Москва, 5-й Войковский пр-д, д. 12;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 45 ДЗМ»;ГП45
*001-0267*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 45 Департамента здравоохранения города Москвы""";г. Москва, 5-й Войковский пр-д, д. 12;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 45 ДЗМ»;ГП45
*001-0268*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 45 Департамента здравоохранения города Москвы""";г. Москва, 5-й Войковский пр-д, д. 12;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 45 ДЗМ»;ГП45
*001-0270*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 45 Департамента здравоохранения города Москвы""";г. Москва, 5-й Войковский пр-д, д. 12;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 45 ДЗМ»;ГП45
*001-0271*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 45 Департамента здравоохранения города Москвы""";г. Москва, 5-й Войковский пр-д, д. 12;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 45 ДЗМ»;ГП45
*001-0555*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0556*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0557*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0558*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0559*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0560*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0561*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0562*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0563*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0564*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0565*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0566*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0567*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0568*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0569*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0570*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0571*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 66 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Молдагуловой, д. 10А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 66 ДЗМ»;ГП66
*001-0618*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0619*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0620*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0621*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0622*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0623*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0624*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0625*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0626*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0627*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0628*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0629*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0630*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0631*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0632*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0633*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0634*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0635*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0636*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0637*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0638*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0639*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0640*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0641*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0642*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0643*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0644*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0645*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0646*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0647*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0648*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0649*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0650*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0651*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0652*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0653*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0654*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0655*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0656*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0657*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-2049*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-2050*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, 1-й Дербеневский пер., д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0572*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0573*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
