ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*005-0385*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0386*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0387*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0388*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0389*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0390*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0391*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, пр-т Вернадского, д. 9/10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0347*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0348*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0341*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0342*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0343*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0344*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0345*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0346*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0349*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0350*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 11 Департамента здравоохранения города Москвы""";г. Москва, ул. Кравченко, д. 14;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 11 ДЗМ»;ГП11
*005-0881*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0882*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0883*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0884*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0885*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0886*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0887*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0888*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0889*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0890*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0891*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0892*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0893*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0894*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0895*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0896*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0897*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0898*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0899*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0900*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0901*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0902*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0903*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0904*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0905*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 2;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0875*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0876*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0877*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0878*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0879*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-0880*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 175 Департамента здравоохранения города Москвы"", Филиал № 5 (Детское поликлиническое отделение)";г. Москва, ул. Западная, д. 2, стр. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 175 ДЗМ»;ГП175
*005-1021*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1022*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1023*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1024*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1025*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1026*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1027*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1028*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1029*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1030*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1031*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1032*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1033*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1034*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1035*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1036*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1037*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1038*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1039*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1040*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1041*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1042*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1043*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1044*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1045*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1046*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Веерная, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0990*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0991*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0992*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0993*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0994*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0995*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
